"ID задачи","Проект","Теги","Заголовок","Заявитель","Создана","Обновлена","Завершенная","Исполнитель","Тип","Вид бага","Серьёзность","Компонент","Описание","Голоса"
"U4-574","Циопа Анна","Звезда","В разделе Hotels расположены предложения с нулевой скидкой. ","Anna Tsiopa","20 Aug 2022","20 Aug 2022",,"root","Bug","UI","Normal","PhpTravels","1. Открыть сайт
2. Перейти в верхнем меню в раздел Hotels

   **Результат:** отели Rendezvous Hotels и Hyatt Regency Perth размещены с лейблом 0% Discount.

   ![](2.png){width=70%}

   **Ожидаемый результат:** лейбл скидки добавляется только к тем отелям, у которых действительно снижена цена по скидке.","0"
"U4-575","Циопа Анна","Звезда","На сайте частично не пересчитывается валюта после смены значения в селекторе валюты.","Anna Tsiopa","20 Aug 2022","20 Aug 2022",,"root","Bug","Functional","Critical","PhpTravels","1. Открыть сайт 
2. Выбрать в селекторе смены валюты RUB.

   **Результат:** цифровые значения не изменились, только значок валюты.
   ![](2.png){width=70%}![](1.png){width=70%}

   **Ожидаемый результат:** произошёл пересчёт в выбранную валюту. ","0"
"U4-560","Циопа Анна","Звезда","В разделе ""Справочный центр HiTechPlace"" есть ссылка ""https://www.hitech-place.com/blank"", ведущая на пустую страницу. ","Anna Tsiopa","20 Aug 2022","20 Aug 2022",,"root","Bug","Functional","Major","HitechPlace","1. Открыть сайт.
2. Нажать на кнопку ""Перейти в справочный центр"" в нижнем разделе сайта.
3. Выбрать в списке ""Часто задаваемые вопросы"" раздел ""Где можно получить больше информации?"" и нажать на гиперссылку ""тут"".

   **Результат:** открывается страница с надписью ""OOPS! THAT PAGE CAN’T BE FOUND."" 

   ![](Screenshot_14.png){width=70%}

   **Ожидаемый результат:** открывается страница с требуемой информацией. ","0"
"U4-562","Циопа Анна","Звезда","В разделе распродажа товар ""9.7"" Планшет Apple iPad 2 16 Гб белый"" без скидки. ","Anna Tsiopa","20 Aug 2022","20 Aug 2022",,"root","Bug","Functional","Major","HitechPlace","1. Открыть сайт

2. Перейти верхнем меню в раздел ""Распродажа"".

3. Проскроллить до товара ""9.7"" Планшет Apple iPad 2 16 Гб белый""

   **Результат:** у товара есть лейбл ""скидка 10%"", скидка в цене не учтена и не рассчитана.

   ![](1.png)

   **Ожидаемый результат:** цена указана со скидкой, изначальная цена перечёркнута.","0"
"U4-567","Циопа Анна","Звезда","В меню ""Edit"" функции ""Cut/Copy/Paste"" недоступны для использования.","Anna Tsiopa","20 Aug 2022","20 Aug 2022",,"root","Bug","Functional","Blocker","ListBoxer","1. Открыть программу
2. Ввести любой текст в поле данных 
3. Открыть верхнее меню ""Edit"" и воспользоваться любой из функций Cut/Copy/Paste.
4. Воспользоваться любой из функций Cut/Copy/Paste с помощью горячих клавиш.

   **Результат:** программа блокирует все три функции через использование горячих клавиш, в меню ""Edit"" функции серым цветом и неактивны.

   ![](Screenshot_1.png){width=70%}

   **Ожидаемый результат:** программа выполняет выбранное действие как при использовании горячих клавиш, так и из меню ""Edit"".","0"
"U4-568","Циопа Анна","Звезда","В программе нет возможности изменить размер окна.","Anna Tsiopa","20 Aug 2022","20 Aug 2022",,"root","Bug","Functional","Major","ListBoxer","1. Открыть программу
2. Навести курсор на края или углы окна с программой 

   **Результат:** курсор не изменяется на курсор-перемещение, изменить размеры невозможно.

   **Ожидаемый результат:** курсор изменяется на курсор-перемещение, размеры окна изменяются на желаемые.","0"
"U4-557","Циопа Анна","Звезда","Нет функции удаления строки.","Anna Tsiopa","19 Aug 2022","20 Aug 2022",,"root","Bug","Functional","Major","ListBoxer","1. Открыть программу

2. Добавить в поле ввода любой текст и нажать кнопку ""Add to list"".

   **Результат:** можно удалить список целиком, отдельную строку убрать нельзя.

   **Ожидаемый результат:** есть функция удаления отдельной строки.","0"
"U4-569","Циопа Анна","Звезда","В верхней панели отсуствует функция ""свернуть/развернуть"" окно программы.","Anna Tsiopa","20 Aug 2022","20 Aug 2022",,"root","Bug","Functional","Major","ListBoxer","1. Открыть программу

   **Результат:** функции ""свернуть/развернуть"" окно не предусмотрено

   ![](Screenshot_9.png){width=70%}

   **Ожидаемый результат:** есть кнопка ""свернуть/развернуть"" окно программы, которая активируется при нажатии.","0"
"U4-570","Циопа Анна","Звезда","В диалоговом окне сохранения происходит закрытие программы при нажатии кнопки ""Отменить""","Anna Tsiopa","20 Aug 2022","20 Aug 2022",,"root","Bug","Functional","Blocker","ListBoxer","1. Открыть программу
2. Ввести любые данные в поле ввода и добавить их в список
3. Открыть меню File, кнопка Exit
4. Выбрать кнопку ""Отмена"" в открывшемся диалоговом окне.

   **Результат:** программа закрывается, файл не сохранён.

   ![](Ts75xXDas5.gif){width=70%}

   **Ожидаемый результат:** диалоговое окно закрывается, возврат к работе в запущенной программе. ","0"
"U4-571","Циопа Анна","Звезда","В верхнем меню не обозначено управление элементами меню с клавиатуры.","Anna Tsiopa","20 Aug 2022","20 Aug 2022",,"root","Bug","Usability","Normal","ListBoxer","1. Открыть программу
2. Зажать кнопку alt

   **Результат:** отображается подчёркивание для команд в верхнем меню програмы.
   ![](Screenshot_1.png){width=70%}

   **Ожидаемый результат:** буквы в элементах управления подчёркнуты без зажатия кнопки Alt.

   ![](11.PNG){width=70%}","0"
"U4-566","Циопа Анна","Звезда","В программе не сохраняется файл при выходе из неё через крестик.","Anna Tsiopa","20 Aug 2022","20 Aug 2022",,"root","Bug","Functional","Critical","ListBoxer","1. Открыть программу
2. Ввести в поле ввода любые данные
3. Нажать на кнопку выхода из программы

   **Результат:** программа закрывается без диалогового окна с сохранением.

   ![](oAKNEpksiS.gif){width=70%}

   **Ожидаемый результат:** программа предлагает в диалоговом окне сохранить файл или изменения при редактировании уже существующего файла.","0"
"U4-565","Циопа Анна","Звезда","В режиме быстрого просмотра смещение кнопки ""Закрыть""","Anna Tsiopa","20 Aug 2022","20 Aug 2022",,"root","Bug","UI","Normal","HitechPlace","1. Открыть сайт, зайти в аккаунт (логин: arandanomar@mail.ru, пароль: 12345)
2. Перейти в избранное
3. Навести курсор на фото товара и нажать на кнопку ""Быстрый просмотр""

   **Результат:** в открывшемся окне элементы кнопки ""закрыть"" смещены.

   ![](1.png){width=70%}

   **Ожидаемый результат:** в открывшемся окне элементы кнопки ""закрыть"" накладываются друг на друга.","0"
"U4-564","Циопа Анна","Звезда","В поле ввода ""Количество товара"" можно ввести значение с запятой.","Anna Tsiopa","20 Aug 2022","20 Aug 2022",,"root","Bug","Functional","Major","HitechPlace","1. Открыть сайт.
2. Перейти на страницу любого товара.
3. Ввести вручную значение 1,5 поле ""Количество товара"".

   **Результат:** система позволила ввести значение с запятой.

   ![](запятая.png){width=70%}

   **Ожидаемый результат:** система блокирует ввод значений с запятой.","0"
"U4-561","Циопа Анна","Звезда","В названии товара ""Аllure 55-дюймовый смарт-телевизор 4K UHD со светодиодной подсветкой"" опечатка в названии бренда.","Anna Tsiopa","20 Aug 2022","20 Aug 2022",,"root","Bug","UI","Normal","HitechPlace","1. Открыть сайт
2. Ввести в строку поиска название ""Аllure 55-дюймовый смарт-телевизор 4K UHD со светодиодной подсветкой"", перейти на страницу товара.

   **Результат:** первая буква в названии бренда на русском языке, что приводит к ошибке при сортировке по парамертру названия.

   ![](2.png){width=70%}![](1.png){width=70%}

   **Ожидаемый результат:** название бренда полностью на английском.","0"
"U4-559","Циопа Анна","Звезда","В разделе Records in list и Total Records счёт меньше на единицу после 15 добавленных строк.","Anna Tsiopa","19 Aug 2022","19 Aug 2022",,"root","Bug","Functional","Major","ListBoxer","1. Открыть программу ListBoxer
2. Добавить через поле ввода и кнопку ""Add to list"" 16 строк.

   **Результат:** в разделе Records in list и Total Records количество строк - 15.

   ![](Screenshot_8.png){width=70%}

   **Ожидаемый результат:** в разделе Records in list и Total Records количество строк - 16. ","0"
"U4-555","Циопа Анна","Звезда","В режимах Alphabetic и смешанный b идёт за a при сортировке по убыванию.","Anna Tsiopa","19 Aug 2022","19 Aug 2022",,"root","Bug","Functional","Critical","ListBoxer","1. Открыть программу 

2. Добавить в список через поле ввода и кнопку ""Add to list"" буквы от a до z (можно также a, b, c)

3. Нажать на радиокнопку ""Descending"".

   **Результат:** при сортировке b расположена ниже a.

   ![](Screenshot_5.png){width=70%}

   ![](Screenshot_6.png)

   **Ожидаемый результат:** при сортировке b расположена выше a.","0"
"U4-558","Циопа Анна","Звезда","В программе не очищается список, состоящий из одной строки.","Anna Tsiopa","19 Aug 2022","19 Aug 2022",,"root","Bug","Functional","Normal","ListBoxer","1. Открыть программу ListBoxer
2. Добавить в поле ввода любой текст и нажать кнопку ""Add to list"".

   **Результат**: кнопка Clear List неактивна.

   ![](Screenshot_7.png){width=70%}

   **Ожидаемый результат:** очищение списка через кнопку Clear list.","0"
"U4-537","Циопа Анна","Звезда","В разделе ""Мои адреса"" возможно выбрать город, которого нет в стране. ","Anna Tsiopa","17 Aug 2022","19 Aug 2022",,"root","Bug","Functional","Major","HitechPlace","1. Открыть главную страницу

2. Нажать на кнопку ""Войти"", войти через почту (логин: [arandanomar@mail.ru](mailto:arandanomar@mail.ru), пароль: 12345)

3. Нажать на главной странице на иконку аватарки, в выпадающем меню выбрать ""Мой аккаунт"".

4. Перейти в раздел ""Мои адреса"" и нажать на кнопку ""Добавить адрес""

5. Заполнить форму, ввести город ""Воронеж"", страна ""Австрия"", регион ""Штирия"", ввести почтовый индекс ""394068""

   **Результат:** система принимает адрес и позволяет сохранить данные.

   ![](адрес2.png)

   ![](адрес.png){width=70%}

   **Ожидаемый результат:** система выдаёт сообщение об ошибке - город, страна и почтовый индекс не соответствуют. Добавить адрес не получится.","0"
"U4-553","Циопа Анна","Звезда","В поле ввода возможно ввести 10000 в режимах смешанный и Numeric.","Anna Tsiopa","19 Aug 2022","19 Aug 2022",,"root","Bug","Functional","Major","ListBoxer","1. Открыть программу ListBoxer
2. Выбрать режим смешанный либо Numeric.
3. Ввести в поле ввода 10000.
4. Нажать на кнопку ""Add to list"".
   **Результат:** программа позволяет сохранить информацию в список.

   ![](Screenshot_21.png){width=70%}
   **Ожидаемый результат:** программа выдаёт сообщение об ошибке и не позволяет ввести символ изначально.","0"
"U4-552","Циопа Анна","Звезда","В список нельзя добавить новые строки после нажатия на кнопку Clear List, а затем отмены очистки через кнопку Undo.","Anna Tsiopa","19 Aug 2022","19 Aug 2022",,"root","Bug","Functional","Major","ListBoxer","1. Открыть программу ListBoxer.
2. Добавить несколько строк через поле ввода и кнопку Add to list.
3. Нажать на кнопку Clear list.
4. Выбрать в верхей панели меню Edit, в выпадающем списке нажать на Undo.
5. Ввести текст в поле ввода и нажать на кноку Add to list.

   **Результат:** добавить новые строки не получится. 

   ![](NGNrFUNBAT.gif){width=70%}

   **Ожидаемый результат:** добавлены новые строки. 

   
","0"
"U4-545","Циопа Анна","Звезда","В селекторе ""Rage"" опечатка в диапазоне 300-9999.","Anna Tsiopa","19 Aug 2022","19 Aug 2022",,"root","Bug","UI","Major","ListBoxer","1. Открыть программу ListBoxer
2. В чекбоксе Symbols выбрать режим Numeric или смешанный.
3. Раскрыть селектор Rage

   **Результат:** можно выбрать фильтр 300-9999.

   ![](Screenshot_1.png){width=70%}

   **Ожидаемый результат:** можно выбрать фильтр 301-9999.","0"
"U4-547","Циопа Анна","Звезда","В селекторе ""Rage"" есть пустая строка. ","Anna Tsiopa","19 Aug 2022","19 Aug 2022",,"root","Bug","Functional","Normal","ListBoxer","1. Открыть программу ListBoxer.
2. В чекбоксе Symbols выбрать любой режим.
3. Раскрыть селектор Rage.

   **Результат**: в выпадающем списке есть пустая строка.

   ![](Screenshot_12.png){width=70%}

   **Ожидаемый результат:** все фильтры в селекторе имеют название.","0"
"U4-550","Циопа Анна","Звезда","Открывается пустой файл при открытии уже созданного файла с рабочего стола.","Anna Tsiopa","19 Aug 2022","19 Aug 2022",,"root","Bug","Functional","Critical","ListBoxer","1. Скачать файл [test.lbx](test.lbx)
2. Кликнуть на файл для его открытия в программе ListBoxer.
3. В чекбоксе Symbols выбрать смешанный режим.
4. В селекторе Rage выбрать фильтр All.

   **Результат:** открывается пустой файл.

   ![](пустой файл.png){width=70%}

   **Ожидаемый результат:** открывается выбранный файл с данными. 

   ![](созданный файл.png){width=70%}","0"
"U4-548","Циопа Анна","Звезда","В диалоговом окне русские слова при попытке выйти без сохранения файла.","Anna Tsiopa","19 Aug 2022","19 Aug 2022",,"root","Bug","Localisation","Major","ListBoxer","1. Открыть программу ListBoxer
2. Выбрать режим смешанный в чекбоксе ""Symbols""
3. В поле ввода ввести текст ""1234aa""
4. Нажать на кнопку ""Add to list""
5. Нажать на кнопку ""File"" в верхнем меню, выбрать пункт ""Exit""

   **Результат:** диалоговое окно сохранения содержит кнопки на русском.

   ![](2.png){width=70%}

   **Ожидаемый результат:** всплывающее окно полностью на английском.","0"
"U4-554","Циопа Анна","Звезда","В режимах Numeric и смешанный 0 идёт за 1 при сортировке по убыванию.  ","Anna Tsiopa","19 Aug 2022","19 Aug 2022",,"root","Bug","Functional","Major","ListBoxer","1. Открыть программу ListBoxer
2. Через поле ввода и кнопку ""Add to list"" добавить в список цифры от 0 до 9.
3. Нажать на радиокнопку ""Descending"".

   **Результат:** при сортировке 0 расположен выше 1.

   ![](Screenshot_4.png){width=70%}

   **Ожидаемый результат:** при сортировке 0 идёт после 1.","0"
"U4-546","Циопа Анна","Звезда","В описании программы опечатка в версии ""1.98""","Anna Tsiopa","19 Aug 2022","19 Aug 2022",,"root","Bug","UI","Normal","ListBoxer","1. Открыть программу ListBoxer
2. В верхней панели выбрать меню ""Help"", далее ""About ListBoxer""

   **Результат:** указана версия ""1,89"".

   ![](Screenshot_5.png)

   **Ожидаемый результат:** указана версия ""1.98"".


","0"
"U4-549","Циопа Анна","Звезда","В файлах пропадают строки после повторного открытия в программе. ","Anna Tsiopa","19 Aug 2022","19 Aug 2022",,"root","Bug","Functional","Critical","ListBoxer","1. Открыть программу ListBoxer.
2. В чекбоксе Symbols выбрать смешанный режим. 
3. В поле ввода ввести любой текст и нажать на кнопку ""Add to list"", повторить несколько раз для создания 3-4 строк в списке.
4. Нажать на кнопку ""File"" в верхнем меню, выбрать пункт ""Save as"".
5. Сохранить файл под любым названием.
6. Повторно открыть программу, нажать на кнопку ""File"" в верхнем меню, выбрать пункт ""Opened"" и выбрать созданный ранее файл.

   **Результат:** после повторого открытия файла часть строк из списка исчезла.

    ![](созданный файл.png){width=396px} =\> ![](открытый файл.png){width=394px}

   **Ожидаемый результат:** после повторного открытия файла все строки доступны.","0"
"U4-551","Циопа Анна","Звезда","В программу нельзя перенести файл с рабочего стола. ","Anna Tsiopa","19 Aug 2022","19 Aug 2022",,"root","Bug","Usability","Normal","ListBoxer","1. Открыть программу ListBoxer
2. Предварительно скачанный файл [test.lbx](test.lbx) перенести мышкой в открытую программу

   **Результат**: программа запрещает перенос.

   ![](9STsxV4qev.gif){width=70%}

   **Ожидаемый результат:** программа открывает переносимый файл. ","0"
"U4-543","Циопа Анна","Звезда","В список можно добавить пустую строку, нажав на кнопку ""Add to list"" ","Anna Tsiopa","19 Aug 2022","19 Aug 2022",,"root","Bug","Functional","Normal","ListBoxer","1. Открыть программу ListBoxer

2. Выбрать любой из режимов в чекбоксе ""Symbols""

3. Не вводить символы в поле ввода, сразу нажать на кнопку ""Add to list""

   **Результат:** программа позволяет добавить в список пустую строку

   ![](3.png){width=70%}

   **Ожидаемый результат:** нельзя добавить пустую строку.","0"
"U4-542","Циопа Анна","Звезда","В поле ввода можно внести число больше 9999 в цифровом режиме.","Anna Tsiopa","19 Aug 2022","19 Aug 2022",,"root","Bug","Functional","Normal","ListBoxer","1. Открыть программу ListBoxer
2. В чекбоксе ""Symbols"" выбрать режим ""Numeric""
3. Ввести в поле ввода цифру 99999999

**Результат:** программа позволяет ввести число больше 9999.

![](2.png){width=70%}



**Ожидаемый результат:** программа не позволяет ввести символ.


","0"
"U4-544","Циопа Анна","Звезда","В поле ввода можно вставить текст, который не соответствует требованиям.","Anna Tsiopa","19 Aug 2022","19 Aug 2022",,"root","Bug","Functional","Normal","ListBoxer","1. Открыть программу ListBoxer
2. В чекбоксе ""Symlols"" выбрать смешанный режим
3. Скопировать текст ""!""%№;баг баг баг""
4. Вставить текст в поле ввода через контекстное меню
5. Нажать на кнопку ""Add to list""

   **Результат:** в списке появилась строка с текстом ""!""%№;баг баг баг""

   ![](1.png){width=70%}

   **Ожидаемый результат:** вставить текст в поле ввода не получилось изначально либо программа выдала сообщение об ошибке при попытке добавить строку в список. ","0"
"U4-539","Циопа Анна","Звезда","В разделе ""Телефоны"" есть лишний товар ""Наушники TWS Xiaomi Mi True Wireless Earphones 2 Basic белый""..","Anna Tsiopa","17 Aug 2022","18 Aug 2022",,"root","Bug","Usability","Major","HitechPlace","1. Открыть главную страницу
2. В верхнем меню перейти в раздел ""Телефоны""

   **Результат:** 9 товаров, один из которых - наушники.

   ![](фильтр.png){width=70%}

   **Ожидаемый результат:** в разделе только телефоны. ","0"
"U4-538","Циопа Анна","Звезда","В разделе ""Мои адреса"" поле ""Почтовый индекс"" возможно ввести спецсимволы.","Anna Tsiopa","17 Aug 2022","18 Aug 2022",,"root","Bug","Functional","Major","HitechPlace","1. Открыть главную страницу
2. Нажать на кнопку ""Войти"", войти через почту (логин: [arandanomar@mail.ru](mailto:arandanomar@mail.ru), пароль: 12345)
3. Нажать на главной странице на иконку аватарки, в выпадающем меню выбрать ""Мой аккаунт"".
4. Перейти в раздел ""Мои адреса"" и нажать на кнопку ""Добавить адрес""
5. В поле ""Почтовый индекс"" ввести любой набор спецсимволов: !""№;%:?\*()_+@#$^&

   **Результат:** система принимает индекс и позволяет сохранить данные.

   ![](Screenshot_1.png){width=70%}

   ![](Screenshot_2.png){width=70%}

   **Ожидаемый результат:** система выдаёт сообщение об ошибке или блокирует ввод спецсимволов в поле. ","0"
"U4-540","Циопа Анна","Звезда","На странице товара ""Shel 40"" Класс LED Full HD Smart TV"" не прогружается изображение.","Anna Tsiopa","17 Aug 2022","18 Aug 2022",,"root","Bug","UI","Major","HitechPlace","1. Открыть главную страницу сайта
2. В поисковую строку ввести ""Shel 40"" Класс LED Full HD Smart TV"" и перейти на страницу товара (<https://clck.ru/scykU>)

   Результат: открывается страница товара с недоступным изображением.

   ![](изобр.png){width=70%}

   Ожидаемый результат: открывается страница товара, изображение прогружено. ","0"
"U4-530","Циопа Анна","Звезда","В нижнем меню в разделе соц.сети иконка Twitter неактивна при нажатии.","Anna Tsiopa","17 Aug 2022","17 Aug 2022",,"root","Bug","Functional","Major","HitechPlace","1. Открыть главную страницу
2. Проскроллить до нижнего меню и нажать на иконку Twitter

   **Результат:** иконка неактивна, перехода по ссылке не происходит.

   ![](1.png)

   **Ожидаемый результат:** курсор меняется на курсор-руку и при нажатии на иконку происходит переход по ссылке на профиль сайта в Twitter.","0"
"U4-535","Циопа Анна","Звезда","На сайте невозможно перейти к оформлению заказа.","Anna Tsiopa","17 Aug 2022","17 Aug 2022",,"root","Bug","Functional","Blocker","HitechPlace","

1. Открыть главную страницу сайта

2. Добавить любой товар в корзину

3. Перейти в корзину и нажать на кнопку ""Оформить заказ""

   **Результат:** появляется окно с сообщением о том, что заказы временно не принимаются.

   ![](1.png){width=70%}

   **Ожидаемый результат:** переход на страницу оформления заказа для дальнейшего ввода данных и оплаты.","0"
"U4-527","Циопа Анна","Звезда","В разделе ""Планшеты"" в сортировке нет фильтра цены по убыванию.","Anna Tsiopa","17 Aug 2022","17 Aug 2022",,"root","Bug","Functional","Major","HitechPlace","1. Открыть главную страницу сайта
2. В верхнем меню выбрать и перейти в раздел ""Планшеты"" 
3. Открыть справа селектор ""Сортировка"" 

   **Результат:** нет фильтра ""Цена (высокая – низкая)""

   ![](Screenshot_1.png){width=70%}

   **Ожидаемый результат**: есть 6 вариантов фильтров, включая фильтр ""Цена (высокая – низкая)"".","0"
"U4-528","Циопа Анна","Звезда","В личном кабинете нет кнопки для удаления аватара. ","Anna Tsiopa","17 Aug 2022","17 Aug 2022",,"root","Bug","Functional","Major","HitechPlace","1. Открыть главную страницу
2. Нажать на кнопку ""Войти"", войти через почту (логин: arandanomar@mail.ru, пароль: 12345)
3. Нажать на главной странице на иконку аватарки, в выпадающем меню выбрать ""Мой аккаунт"".

   **Результат:** открывается страница профиля с возможностью отредактировать данные. Аватар возможно загрузить, но кнопки для его удаления нет

   ![](1.png){width=70%}

   **Ожидаемый результат:** открывается страница профиля с возможностью отредактировать данные. Аватар возможно загрузить, отредактировать и удалить. ","0"
"U4-533","Циопа Анна","Звезда","В нижнем меню в разделе соц.сети иконка Youtube ведёт на сайт https://www.hitech-place.com/. ","Anna Tsiopa","17 Aug 2022","17 Aug 2022",,"root","Bug","Functional","Major","HitechPlace","1. Открыть главную страницу
2. Проскроллить до нижнего меню и нажать на иконку Youtube

   **Результат:** иконка активна, происходит переход на сайт <https://www.hitech-place.com/>.

   ![](Screenshot_1.png)

   **Ожидаемый результат:** при нажатии на иконку происходит переход по ссылке на профиль сайта в Youtube.","0"
"U4-534","Циопа Анна","Звезда","В чат-боте время обозначено в 12-часовом формате.","Anna Tsiopa","17 Aug 2022","17 Aug 2022",,"root","Bug","Localisation","Normal","HitechPlace","1. Открыть главную страницу сайта
2. Нажать на иконку чат-бота
3. Ввести сообщение в поле ввода

   **Результат:** время отправки сообщения указано в 12-часовом формате.

   ![](1.png)

   **Ожидаемый результат:** время отправки сообщения указано в 24-часовом формате.","0"
"U4-532","Циопа Анна","Звезда","В формах обратной связи результат отображается на английском после отправки данных.","Anna Tsiopa","17 Aug 2022","17 Aug 2022",,"root","Bug","Localisation","Normal","HitechPlace","Такая же проблема возникает и при отправке других форм (в разделах ""Карьера"", в форме новостной рассылки)

1. Открыть главную страницу.

2. Проскроллить до нижнего меню.

3. В разделе ""Поддержка клиентов"" нажать на кнопку ""Контакты""

4. На открывшейся странице ""Связаться с нами"" заполнить форму обратной связи и нажать на кнопку ""Отправить""

   **Результат:** после отправки данных появляется надпись ""Thanks for submitting!""

   ![](2.png){width=276px}![](1.png){width=297px}![](3.png){width=298px}

   **Ожидаемый результат:** после отправки данных появляется надпись ""Спасибо за обращение"".","0"
"U4-525","Циопа Анна","Звезда","На главной странице в разделе ""Категории товаров"" смещение элементов ","Anna Tsiopa","17 Aug 2022","17 Aug 2022",,"root","Bug","UI","Major","HitechPlace","1. Открыть главную страницу
2. Проскроллить до раздела ""Категории товаров""

   **Результат:** нижний ряд иконок смещён за пределы раздела.

   ![](2.png){width=70%}

   **Ожидаемый результат:** все иконки расположены в пределах раздела.","0"
"U4-526","Циопа Анна","Звезда","Поиск по ассортименту находит товары, которые не относятся к запросу пользователя.","Anna Tsiopa","17 Aug 2022","17 Aug 2022",,"root","Bug","Functional","Major","HitechPlace","1. Открыть главную страницу
2. Ввести в поисковую строку запрос, например, телефоны.
3. На странице ""Результаты поиска"" нажать на кнопку ""Смотреть все""
4. Откроется страница со всеми результатами поиска.

   **Результат:** найдены элементы по запросу ""телефоны"", среди которых наушники и беспроводная камера.

   **Ожидаемый результат:** найдены элементы по запросу ""телефоны"", среди которых только телефоны.","0"
"U4-524","Циопа Анна","","На странице товара кнопки ""Добавить в корзину"" и ""Купить"" разные по длине","Anna Tsiopa","17 Aug 2022","17 Aug 2022","17 Aug 2022","root","Bug","UI","Normal","HitechPlace","1. Открыть главную страницу сайта
2. Перейти на страницу любого товара

   **Результат:** кнопки ""Добавить в корзину"" и ""Купить"" разные по длине

   ![](1.png){width=326px}

   **Ожидаемый результат:** кнопки ""Добавить в корзину"" и ""Купить"" одинаковы по длине. ","0"
"U4-523","Циопа Анна","Звезда","В разделе ""FAQ"" текст отличается по форматированию от других разделов. ","Anna Tsiopa","16 Aug 2022","17 Aug 2022",,"root","Bug","UI","Normal","PhpTravels","1. Открыть главную страницу сайта

2. Перейти в подвал

3. Навести курсор и кликнуть на раздел ""FAQ"" в блоке ""Support""

   **Результат:** открывается страница со сплошным текстом, выделены некоторые заголовки. Читать текст тяжело.![](2.png){width=295px}

   **Ожидаемый результат:** текст разделен на разделы, заголовки жирным шрифтом, вопросы выделены курсивом или разделены по пунктам.

![](2б.png){width=328px}","0"
"U4-520","Циопа Анна","Звезда","На сайте в верхнем меню разный стиль иконок.","Anna Tsiopa","16 Aug 2022","17 Aug 2022",,"root","Bug","UI","Minor","HitechPlace","1. Открыть главную страницу сайта

2. Найти в верхнем меню иконки личного кабинета.

   **Результат:** кнопка ""Корзина"" имеет только иконку без подписи, кнопка ""Войти"" без подчёркивания. Между кнопками разные расстояния. Надписи разным размером шрифта. 

   ![](4.png)

   **Ожидаемый результат:** ""Корзина"" и ""Войти"" подписаны как соседняя кнопка ""Избранное"": одинаковый шрифт и размер, есть подчёркивание. Между кнопками одинаковые расстояния. 

   
","0"
"U4-516","Циопа Анна","Звезда","В заголовке и фильтре в разделе ""Аксессуары"" опечатка.","Anna Tsiopa","16 Aug 2022","17 Aug 2022",,"root","Bug","UI","Normal","HitechPlace","1. Открыть главную страницу сайта
2. В верхнем меню выбрать раздел ""Аксессуары""

   **Результат:** открывается раздел и фильтр в нём с заголовком ""Акссесуары"".![](Screenshot_38.png){width=70%}

   **Ожидаемый результат:** открывается раздел и фильтр в нём с заголовком ""Аксессуары"".","0"
"U4-515","Циопа Анна","Звезда","В верхнем меню кнопка « Бесплатная доставка при заказе от 3000 ₽» неактивна","Anna Tsiopa","16 Aug 2022","17 Aug 2022",,"root","Bug","Usability","Normal","HitechPlace","1. Открыть главную страницу сайта

2. Навести курсор на кнопку ""Бесплатная доставка при заказе от 3000 ₽""

   **Результат**: появляется курсор выделения текста, кнопка неактивна, переход по ссылке не осуществляется.

   ![](курсор.gif){width=70%}

   **Ожидаемый результат:** при нажатии кнопки появляется курсор-рука и срабатывает переход по ссылке на страницу, в которой описаны условия доставки.

   
","0"
"U4-513","Циопа Анна","Звезда","На сайте не срабатывает смена языка","Anna Tsiopa","16 Aug 2022","17 Aug 2022",,"root","Bug","Localisation","Critical","HitechPlace","1. Открыть главную страницу

2. Сменить язык на английский (EN) в фильтре

   **Результат:** язык на сайте остался русским, изменились лишь названия некоторых кнопок.

   ![](Screenshot_7щ.png){width=435px}![](язык1.gif){width=502px}

   **Ожидаемый результат:** язык на сайте полностью сменился на английский.","0"
"U4-517","Циопа Анна","Звезда","В нижней части сайте не хватает отступов в кнопке «Перейти в справочный центр».","Anna Tsiopa","16 Aug 2022","16 Aug 2022",,"root","Bug","UI","Normal","HitechPlace","1. Открыть главную страницу сайта
2. Прокрутить вниз до баннера над нижним меню сайта

   Результат: кнопка ""Перейти в справочный центр"" не имеет отступов по краям из-за чего плохо воспринимается.![](Screenshot_3.png){width=296px}

   Ожидаемый результат: кнопка ""Перейти в справочный центр"" имеет отступы по краям.","0"
"U4-518","Циопа Анна","Звезда","На сайте плейсхолдер в поиске жирным шрифтом.","Anna Tsiopa","16 Aug 2022","16 Aug 2022",,"root","Bug","UI","Normal","HitechPlace","1. Открыть главную страницу сайта.
2. В верхнем меню кликнуть на поисковую строку.

   **Результат:** плейсхолдер в поисковой строке обозначен жирным шрифтом. ![](Screenshot_5.png){width=244px}

   **Ожидаемый результат:** плейсхолдер в поисковой строке обозначен полу-прозрачным серым цветом. ","0"
